"chr"	"start"	"end"	"wgs_block"	"file_name"
"1"	"122400001"	"122450000"	"b2448"	"ukb24304_c1_b2448_v1.vcf.gz"
"1"	"122450001"	"122500000"	"b2449"	"ukb24304_c1_b2449_v1.vcf.gz"
"1"	"122500001"	"122550000"	"b2450"	"ukb24304_c1_b2450_v1.vcf.gz"
"1"	"122550001"	"122600000"	"b2451"	"ukb24304_c1_b2451_v1.vcf.gz"
"1"	"122600001"	"122650000"	"b2452"	"ukb24304_c1_b2452_v1.vcf.gz"
"1"	"122650001"	"122700000"	"b2453"	"ukb24304_c1_b2453_v1.vcf.gz"
"1"	"122700001"	"122750000"	"b2454"	"ukb24304_c1_b2454_v1.vcf.gz"
"1"	"122750001"	"122800000"	"b2455"	"ukb24304_c1_b2455_v1.vcf.gz"
"1"	"122800001"	"122850000"	"b2456"	"ukb24304_c1_b2456_v1.vcf.gz"
"1"	"122850001"	"122900000"	"b2457"	"ukb24304_c1_b2457_v1.vcf.gz"
"1"	"122900001"	"122950000"	"b2458"	"ukb24304_c1_b2458_v1.vcf.gz"
"1"	"122950001"	"1.23e+08"	"b2459"	"ukb24304_c1_b2459_v1.vcf.gz"
"1"	"123000001"	"123050000"	"b2460"	"ukb24304_c1_b2460_v1.vcf.gz"
"1"	"123050001"	"123100000"	"b2461"	"ukb24304_c1_b2461_v1.vcf.gz"
"1"	"123100001"	"123150000"	"b2462"	"ukb24304_c1_b2462_v1.vcf.gz"
"1"	"123150001"	"123200000"	"b2463"	"ukb24304_c1_b2463_v1.vcf.gz"
"1"	"123200001"	"123250000"	"b2464"	"ukb24304_c1_b2464_v1.vcf.gz"
"1"	"123250001"	"123300000"	"b2465"	"ukb24304_c1_b2465_v1.vcf.gz"
"1"	"123300001"	"123350000"	"b2466"	"ukb24304_c1_b2466_v1.vcf.gz"
"1"	"123350001"	"123400000"	"b2467"	"ukb24304_c1_b2467_v1.vcf.gz"
"1"	"123400001"	"123450000"	"b2468"	"ukb24304_c1_b2468_v1.vcf.gz"
"1"	"123450001"	"123500000"	"b2469"	"ukb24304_c1_b2469_v1.vcf.gz"
"1"	"123500001"	"123550000"	"b2470"	"ukb24304_c1_b2470_v1.vcf.gz"
"1"	"123550001"	"123600000"	"b2471"	"ukb24304_c1_b2471_v1.vcf.gz"
"1"	"123600001"	"123650000"	"b2472"	"ukb24304_c1_b2472_v1.vcf.gz"
"1"	"123650001"	"123700000"	"b2473"	"ukb24304_c1_b2473_v1.vcf.gz"
"1"	"123700001"	"123750000"	"b2474"	"ukb24304_c1_b2474_v1.vcf.gz"
"1"	"123750001"	"123800000"	"b2475"	"ukb24304_c1_b2475_v1.vcf.gz"
"1"	"123800001"	"123850000"	"b2476"	"ukb24304_c1_b2476_v1.vcf.gz"
"1"	"123850001"	"123900000"	"b2477"	"ukb24304_c1_b2477_v1.vcf.gz"
"1"	"123900001"	"123950000"	"b2478"	"ukb24304_c1_b2478_v1.vcf.gz"
"1"	"123950001"	"1.24e+08"	"b2479"	"ukb24304_c1_b2479_v1.vcf.gz"
"1"	"124000001"	"124050000"	"b2480"	"ukb24304_c1_b2480_v1.vcf.gz"
"1"	"124050001"	"124100000"	"b2481"	"ukb24304_c1_b2481_v1.vcf.gz"
"1"	"124100001"	"124150000"	"b2482"	"ukb24304_c1_b2482_v1.vcf.gz"
"1"	"124150001"	"124200000"	"b2483"	"ukb24304_c1_b2483_v1.vcf.gz"
"1"	"124200001"	"124250000"	"b2484"	"ukb24304_c1_b2484_v1.vcf.gz"
"1"	"124250001"	"124300000"	"b2485"	"ukb24304_c1_b2485_v1.vcf.gz"
"1"	"124300001"	"124350000"	"b2486"	"ukb24304_c1_b2486_v1.vcf.gz"
"1"	"124350001"	"124400000"	"b2487"	"ukb24304_c1_b2487_v1.vcf.gz"
"1"	"124400001"	"124450000"	"b2488"	"ukb24304_c1_b2488_v1.vcf.gz"
"1"	"124450001"	"124500000"	"b2489"	"ukb24304_c1_b2489_v1.vcf.gz"
"1"	"124500001"	"124550000"	"b2490"	"ukb24304_c1_b2490_v1.vcf.gz"
"1"	"124550001"	"124600000"	"b2491"	"ukb24304_c1_b2491_v1.vcf.gz"
"1"	"124600001"	"124650000"	"b2492"	"ukb24304_c1_b2492_v1.vcf.gz"
"1"	"124650001"	"124700000"	"b2493"	"ukb24304_c1_b2493_v1.vcf.gz"
"1"	"124700001"	"124750000"	"b2494"	"ukb24304_c1_b2494_v1.vcf.gz"
"1"	"124750001"	"124800000"	"b2495"	"ukb24304_c1_b2495_v1.vcf.gz"
"1"	"124800001"	"124850000"	"b2496"	"ukb24304_c1_b2496_v1.vcf.gz"
"1"	"124850001"	"124900000"	"b2497"	"ukb24304_c1_b2497_v1.vcf.gz"
"1"	"124900001"	"124950000"	"b2498"	"ukb24304_c1_b2498_v1.vcf.gz"
"1"	"124950001"	"1.25e+08"	"b2499"	"ukb24304_c1_b2499_v1.vcf.gz"
"1"	"125000001"	"125050000"	"b2500"	"ukb24304_c1_b2500_v1.vcf.gz"
"1"	"125050001"	"125100000"	"b2501"	"ukb24304_c1_b2501_v1.vcf.gz"
"1"	"125100001"	"125150000"	"b2502"	"ukb24304_c1_b2502_v1.vcf.gz"
"1"	"125150001"	"125200000"	"b2503"	"ukb24304_c1_b2503_v1.vcf.gz"
"1"	"125200001"	"125250000"	"b2504"	"ukb24304_c1_b2504_v1.vcf.gz"
"1"	"125250001"	"125300000"	"b2505"	"ukb24304_c1_b2505_v1.vcf.gz"
"1"	"125300001"	"125350000"	"b2506"	"ukb24304_c1_b2506_v1.vcf.gz"
"1"	"125350001"	"125400000"	"b2507"	"ukb24304_c1_b2507_v1.vcf.gz"
"1"	"125400001"	"125450000"	"b2508"	"ukb24304_c1_b2508_v1.vcf.gz"
"1"	"125450001"	"125500000"	"b2509"	"ukb24304_c1_b2509_v1.vcf.gz"
"1"	"125500001"	"125550000"	"b2510"	"ukb24304_c1_b2510_v1.vcf.gz"
"1"	"125550001"	"125600000"	"b2511"	"ukb24304_c1_b2511_v1.vcf.gz"
"1"	"125600001"	"125650000"	"b2512"	"ukb24304_c1_b2512_v1.vcf.gz"
"1"	"125650001"	"125700000"	"b2513"	"ukb24304_c1_b2513_v1.vcf.gz"
"1"	"125700001"	"125750000"	"b2514"	"ukb24304_c1_b2514_v1.vcf.gz"
"1"	"125750001"	"125800000"	"b2515"	"ukb24304_c1_b2515_v1.vcf.gz"
"1"	"125800001"	"125850000"	"b2516"	"ukb24304_c1_b2516_v1.vcf.gz"
"1"	"125850001"	"125900000"	"b2517"	"ukb24304_c1_b2517_v1.vcf.gz"
"1"	"125900001"	"125950000"	"b2518"	"ukb24304_c1_b2518_v1.vcf.gz"
"1"	"125950001"	"1.26e+08"	"b2519"	"ukb24304_c1_b2519_v1.vcf.gz"
"1"	"126000001"	"126050000"	"b2520"	"ukb24304_c1_b2520_v1.vcf.gz"
"1"	"126050001"	"126100000"	"b2521"	"ukb24304_c1_b2521_v1.vcf.gz"
"1"	"126100001"	"126150000"	"b2522"	"ukb24304_c1_b2522_v1.vcf.gz"
"1"	"126150001"	"126200000"	"b2523"	"ukb24304_c1_b2523_v1.vcf.gz"
"1"	"126200001"	"126250000"	"b2524"	"ukb24304_c1_b2524_v1.vcf.gz"
"1"	"126250001"	"126300000"	"b2525"	"ukb24304_c1_b2525_v1.vcf.gz"
"1"	"126300001"	"126350000"	"b2526"	"ukb24304_c1_b2526_v1.vcf.gz"
"1"	"126350001"	"126400000"	"b2527"	"ukb24304_c1_b2527_v1.vcf.gz"
"1"	"126400001"	"126450000"	"b2528"	"ukb24304_c1_b2528_v1.vcf.gz"
"1"	"126450001"	"126500000"	"b2529"	"ukb24304_c1_b2529_v1.vcf.gz"
"1"	"126500001"	"126550000"	"b2530"	"ukb24304_c1_b2530_v1.vcf.gz"
"1"	"126550001"	"126600000"	"b2531"	"ukb24304_c1_b2531_v1.vcf.gz"
"1"	"126600001"	"126650000"	"b2532"	"ukb24304_c1_b2532_v1.vcf.gz"
"1"	"126650001"	"126700000"	"b2533"	"ukb24304_c1_b2533_v1.vcf.gz"
"1"	"126700001"	"126750000"	"b2534"	"ukb24304_c1_b2534_v1.vcf.gz"
"1"	"126750001"	"126800000"	"b2535"	"ukb24304_c1_b2535_v1.vcf.gz"
"1"	"126800001"	"126850000"	"b2536"	"ukb24304_c1_b2536_v1.vcf.gz"
"1"	"126850001"	"126900000"	"b2537"	"ukb24304_c1_b2537_v1.vcf.gz"
"1"	"126900001"	"126950000"	"b2538"	"ukb24304_c1_b2538_v1.vcf.gz"
"1"	"126950001"	"1.27e+08"	"b2539"	"ukb24304_c1_b2539_v1.vcf.gz"
"1"	"127000001"	"127050000"	"b2540"	"ukb24304_c1_b2540_v1.vcf.gz"
"1"	"127050001"	"127100000"	"b2541"	"ukb24304_c1_b2541_v1.vcf.gz"
"1"	"127100001"	"127150000"	"b2542"	"ukb24304_c1_b2542_v1.vcf.gz"
"1"	"127150001"	"127200000"	"b2543"	"ukb24304_c1_b2543_v1.vcf.gz"
"1"	"127200001"	"127250000"	"b2544"	"ukb24304_c1_b2544_v1.vcf.gz"
"1"	"127250001"	"127300000"	"b2545"	"ukb24304_c1_b2545_v1.vcf.gz"
"1"	"127300001"	"127350000"	"b2546"	"ukb24304_c1_b2546_v1.vcf.gz"
"1"	"127350001"	"127400000"	"b2547"	"ukb24304_c1_b2547_v1.vcf.gz"
"1"	"127400001"	"127450000"	"b2548"	"ukb24304_c1_b2548_v1.vcf.gz"
"1"	"127450001"	"127500000"	"b2549"	"ukb24304_c1_b2549_v1.vcf.gz"
"1"	"127500001"	"127550000"	"b2550"	"ukb24304_c1_b2550_v1.vcf.gz"
"1"	"127550001"	"127600000"	"b2551"	"ukb24304_c1_b2551_v1.vcf.gz"
"1"	"127600001"	"127650000"	"b2552"	"ukb24304_c1_b2552_v1.vcf.gz"
"1"	"127650001"	"127700000"	"b2553"	"ukb24304_c1_b2553_v1.vcf.gz"
"1"	"127700001"	"127750000"	"b2554"	"ukb24304_c1_b2554_v1.vcf.gz"
"1"	"127750001"	"127800000"	"b2555"	"ukb24304_c1_b2555_v1.vcf.gz"
"1"	"127800001"	"127850000"	"b2556"	"ukb24304_c1_b2556_v1.vcf.gz"
"1"	"127850001"	"127900000"	"b2557"	"ukb24304_c1_b2557_v1.vcf.gz"
"1"	"127900001"	"127950000"	"b2558"	"ukb24304_c1_b2558_v1.vcf.gz"
"1"	"127950001"	"1.28e+08"	"b2559"	"ukb24304_c1_b2559_v1.vcf.gz"
"1"	"128000001"	"128050000"	"b2560"	"ukb24304_c1_b2560_v1.vcf.gz"
"1"	"128050001"	"128100000"	"b2561"	"ukb24304_c1_b2561_v1.vcf.gz"
"1"	"128100001"	"128150000"	"b2562"	"ukb24304_c1_b2562_v1.vcf.gz"
"1"	"128150001"	"128200000"	"b2563"	"ukb24304_c1_b2563_v1.vcf.gz"
"1"	"128200001"	"128250000"	"b2564"	"ukb24304_c1_b2564_v1.vcf.gz"
"1"	"128250001"	"128300000"	"b2565"	"ukb24304_c1_b2565_v1.vcf.gz"
"1"	"128300001"	"128350000"	"b2566"	"ukb24304_c1_b2566_v1.vcf.gz"
"1"	"128350001"	"128400000"	"b2567"	"ukb24304_c1_b2567_v1.vcf.gz"
"1"	"128400001"	"128450000"	"b2568"	"ukb24304_c1_b2568_v1.vcf.gz"
"1"	"128450001"	"128500000"	"b2569"	"ukb24304_c1_b2569_v1.vcf.gz"
"1"	"128500001"	"128550000"	"b2570"	"ukb24304_c1_b2570_v1.vcf.gz"
"1"	"128550001"	"128600000"	"b2571"	"ukb24304_c1_b2571_v1.vcf.gz"
"1"	"128600001"	"128650000"	"b2572"	"ukb24304_c1_b2572_v1.vcf.gz"
"1"	"128650001"	"128700000"	"b2573"	"ukb24304_c1_b2573_v1.vcf.gz"
"1"	"128700001"	"128750000"	"b2574"	"ukb24304_c1_b2574_v1.vcf.gz"
"1"	"128750001"	"128800000"	"b2575"	"ukb24304_c1_b2575_v1.vcf.gz"
"1"	"128800001"	"128850000"	"b2576"	"ukb24304_c1_b2576_v1.vcf.gz"
"1"	"128850001"	"128900000"	"b2577"	"ukb24304_c1_b2577_v1.vcf.gz"
"1"	"128900001"	"128950000"	"b2578"	"ukb24304_c1_b2578_v1.vcf.gz"
"1"	"128950001"	"1.29e+08"	"b2579"	"ukb24304_c1_b2579_v1.vcf.gz"
"1"	"129000001"	"129050000"	"b2580"	"ukb24304_c1_b2580_v1.vcf.gz"
"1"	"129050001"	"129100000"	"b2581"	"ukb24304_c1_b2581_v1.vcf.gz"
"1"	"129100001"	"129150000"	"b2582"	"ukb24304_c1_b2582_v1.vcf.gz"
"1"	"129150001"	"129200000"	"b2583"	"ukb24304_c1_b2583_v1.vcf.gz"
"1"	"129200001"	"129250000"	"b2584"	"ukb24304_c1_b2584_v1.vcf.gz"
"1"	"129250001"	"129300000"	"b2585"	"ukb24304_c1_b2585_v1.vcf.gz"
"1"	"129300001"	"129350000"	"b2586"	"ukb24304_c1_b2586_v1.vcf.gz"
"1"	"129350001"	"129400000"	"b2587"	"ukb24304_c1_b2587_v1.vcf.gz"
"1"	"129400001"	"129450000"	"b2588"	"ukb24304_c1_b2588_v1.vcf.gz"
"1"	"129450001"	"129500000"	"b2589"	"ukb24304_c1_b2589_v1.vcf.gz"
"1"	"129500001"	"129550000"	"b2590"	"ukb24304_c1_b2590_v1.vcf.gz"
"1"	"129550001"	"129600000"	"b2591"	"ukb24304_c1_b2591_v1.vcf.gz"
"1"	"129600001"	"129650000"	"b2592"	"ukb24304_c1_b2592_v1.vcf.gz"
"1"	"129650001"	"129700000"	"b2593"	"ukb24304_c1_b2593_v1.vcf.gz"
"1"	"129700001"	"129750000"	"b2594"	"ukb24304_c1_b2594_v1.vcf.gz"
"1"	"129750001"	"129800000"	"b2595"	"ukb24304_c1_b2595_v1.vcf.gz"
"1"	"129800001"	"129850000"	"b2596"	"ukb24304_c1_b2596_v1.vcf.gz"
"1"	"129850001"	"129900000"	"b2597"	"ukb24304_c1_b2597_v1.vcf.gz"
"1"	"129900001"	"129950000"	"b2598"	"ukb24304_c1_b2598_v1.vcf.gz"
"1"	"129950001"	"1.3e+08"	"b2599"	"ukb24304_c1_b2599_v1.vcf.gz"
"1"	"130000001"	"130050000"	"b2600"	"ukb24304_c1_b2600_v1.vcf.gz"
"1"	"130050001"	"130100000"	"b2601"	"ukb24304_c1_b2601_v1.vcf.gz"
"1"	"130100001"	"130150000"	"b2602"	"ukb24304_c1_b2602_v1.vcf.gz"
"1"	"130150001"	"130200000"	"b2603"	"ukb24304_c1_b2603_v1.vcf.gz"
"1"	"130200001"	"130250000"	"b2604"	"ukb24304_c1_b2604_v1.vcf.gz"
"1"	"130250001"	"130300000"	"b2605"	"ukb24304_c1_b2605_v1.vcf.gz"
"1"	"130300001"	"130350000"	"b2606"	"ukb24304_c1_b2606_v1.vcf.gz"
"1"	"130350001"	"130400000"	"b2607"	"ukb24304_c1_b2607_v1.vcf.gz"
"1"	"130400001"	"130450000"	"b2608"	"ukb24304_c1_b2608_v1.vcf.gz"
"1"	"130450001"	"130500000"	"b2609"	"ukb24304_c1_b2609_v1.vcf.gz"
"1"	"130500001"	"130550000"	"b2610"	"ukb24304_c1_b2610_v1.vcf.gz"
"1"	"130550001"	"130600000"	"b2611"	"ukb24304_c1_b2611_v1.vcf.gz"
"1"	"130600001"	"130650000"	"b2612"	"ukb24304_c1_b2612_v1.vcf.gz"
"1"	"130650001"	"130700000"	"b2613"	"ukb24304_c1_b2613_v1.vcf.gz"
"1"	"130700001"	"130750000"	"b2614"	"ukb24304_c1_b2614_v1.vcf.gz"
"1"	"130750001"	"130800000"	"b2615"	"ukb24304_c1_b2615_v1.vcf.gz"
"1"	"130800001"	"130850000"	"b2616"	"ukb24304_c1_b2616_v1.vcf.gz"
"1"	"130850001"	"130900000"	"b2617"	"ukb24304_c1_b2617_v1.vcf.gz"
"1"	"130900001"	"130950000"	"b2618"	"ukb24304_c1_b2618_v1.vcf.gz"
"1"	"130950001"	"1.31e+08"	"b2619"	"ukb24304_c1_b2619_v1.vcf.gz"
"1"	"131000001"	"131050000"	"b2620"	"ukb24304_c1_b2620_v1.vcf.gz"
"1"	"131050001"	"131100000"	"b2621"	"ukb24304_c1_b2621_v1.vcf.gz"
"1"	"131100001"	"131150000"	"b2622"	"ukb24304_c1_b2622_v1.vcf.gz"
"1"	"131150001"	"131200000"	"b2623"	"ukb24304_c1_b2623_v1.vcf.gz"
"1"	"131200001"	"131250000"	"b2624"	"ukb24304_c1_b2624_v1.vcf.gz"
"1"	"131250001"	"131300000"	"b2625"	"ukb24304_c1_b2625_v1.vcf.gz"
"1"	"131300001"	"131350000"	"b2626"	"ukb24304_c1_b2626_v1.vcf.gz"
"1"	"131350001"	"131400000"	"b2627"	"ukb24304_c1_b2627_v1.vcf.gz"
"1"	"131400001"	"131450000"	"b2628"	"ukb24304_c1_b2628_v1.vcf.gz"
"1"	"131450001"	"131500000"	"b2629"	"ukb24304_c1_b2629_v1.vcf.gz"
"1"	"131500001"	"131550000"	"b2630"	"ukb24304_c1_b2630_v1.vcf.gz"
"1"	"131550001"	"131600000"	"b2631"	"ukb24304_c1_b2631_v1.vcf.gz"
"1"	"131600001"	"131650000"	"b2632"	"ukb24304_c1_b2632_v1.vcf.gz"
"1"	"131650001"	"131700000"	"b2633"	"ukb24304_c1_b2633_v1.vcf.gz"
"1"	"131700001"	"131750000"	"b2634"	"ukb24304_c1_b2634_v1.vcf.gz"
"1"	"131750001"	"131800000"	"b2635"	"ukb24304_c1_b2635_v1.vcf.gz"
"1"	"131800001"	"131850000"	"b2636"	"ukb24304_c1_b2636_v1.vcf.gz"
"1"	"131850001"	"131900000"	"b2637"	"ukb24304_c1_b2637_v1.vcf.gz"
"1"	"131900001"	"131950000"	"b2638"	"ukb24304_c1_b2638_v1.vcf.gz"
"1"	"131950001"	"1.32e+08"	"b2639"	"ukb24304_c1_b2639_v1.vcf.gz"
"1"	"132000001"	"132050000"	"b2640"	"ukb24304_c1_b2640_v1.vcf.gz"
"1"	"132050001"	"132100000"	"b2641"	"ukb24304_c1_b2641_v1.vcf.gz"
"1"	"132100001"	"132150000"	"b2642"	"ukb24304_c1_b2642_v1.vcf.gz"
"1"	"132150001"	"132200000"	"b2643"	"ukb24304_c1_b2643_v1.vcf.gz"
"1"	"132200001"	"132250000"	"b2644"	"ukb24304_c1_b2644_v1.vcf.gz"
"1"	"132250001"	"132300000"	"b2645"	"ukb24304_c1_b2645_v1.vcf.gz"
"1"	"132300001"	"132350000"	"b2646"	"ukb24304_c1_b2646_v1.vcf.gz"
"1"	"132350001"	"132400000"	"b2647"	"ukb24304_c1_b2647_v1.vcf.gz"
"1"	"132400001"	"132450000"	"b2648"	"ukb24304_c1_b2648_v1.vcf.gz"
"1"	"132450001"	"132500000"	"b2649"	"ukb24304_c1_b2649_v1.vcf.gz"
"1"	"132500001"	"132550000"	"b2650"	"ukb24304_c1_b2650_v1.vcf.gz"
"1"	"132550001"	"132600000"	"b2651"	"ukb24304_c1_b2651_v1.vcf.gz"
"1"	"132600001"	"132650000"	"b2652"	"ukb24304_c1_b2652_v1.vcf.gz"
"1"	"132650001"	"132700000"	"b2653"	"ukb24304_c1_b2653_v1.vcf.gz"
"1"	"132700001"	"132750000"	"b2654"	"ukb24304_c1_b2654_v1.vcf.gz"
"1"	"132750001"	"132800000"	"b2655"	"ukb24304_c1_b2655_v1.vcf.gz"
"1"	"132800001"	"132850000"	"b2656"	"ukb24304_c1_b2656_v1.vcf.gz"
"1"	"132850001"	"132900000"	"b2657"	"ukb24304_c1_b2657_v1.vcf.gz"
"1"	"132900001"	"132950000"	"b2658"	"ukb24304_c1_b2658_v1.vcf.gz"
"1"	"132950001"	"1.33e+08"	"b2659"	"ukb24304_c1_b2659_v1.vcf.gz"
"1"	"133000001"	"133050000"	"b2660"	"ukb24304_c1_b2660_v1.vcf.gz"
"1"	"133050001"	"133100000"	"b2661"	"ukb24304_c1_b2661_v1.vcf.gz"
"1"	"133100001"	"133150000"	"b2662"	"ukb24304_c1_b2662_v1.vcf.gz"
"1"	"133150001"	"133200000"	"b2663"	"ukb24304_c1_b2663_v1.vcf.gz"
"1"	"133200001"	"133250000"	"b2664"	"ukb24304_c1_b2664_v1.vcf.gz"
"1"	"133250001"	"133300000"	"b2665"	"ukb24304_c1_b2665_v1.vcf.gz"
"1"	"133300001"	"133350000"	"b2666"	"ukb24304_c1_b2666_v1.vcf.gz"
"1"	"133350001"	"133400000"	"b2667"	"ukb24304_c1_b2667_v1.vcf.gz"
"1"	"133400001"	"133450000"	"b2668"	"ukb24304_c1_b2668_v1.vcf.gz"
"1"	"133450001"	"133500000"	"b2669"	"ukb24304_c1_b2669_v1.vcf.gz"
"1"	"133500001"	"133550000"	"b2670"	"ukb24304_c1_b2670_v1.vcf.gz"
"1"	"133550001"	"133600000"	"b2671"	"ukb24304_c1_b2671_v1.vcf.gz"
"1"	"133600001"	"133650000"	"b2672"	"ukb24304_c1_b2672_v1.vcf.gz"
"1"	"133650001"	"133700000"	"b2673"	"ukb24304_c1_b2673_v1.vcf.gz"
"1"	"133700001"	"133750000"	"b2674"	"ukb24304_c1_b2674_v1.vcf.gz"
"1"	"133750001"	"133800000"	"b2675"	"ukb24304_c1_b2675_v1.vcf.gz"
"1"	"133800001"	"133850000"	"b2676"	"ukb24304_c1_b2676_v1.vcf.gz"
"1"	"133850001"	"133900000"	"b2677"	"ukb24304_c1_b2677_v1.vcf.gz"
"1"	"133900001"	"133950000"	"b2678"	"ukb24304_c1_b2678_v1.vcf.gz"
"1"	"133950001"	"1.34e+08"	"b2679"	"ukb24304_c1_b2679_v1.vcf.gz"
"1"	"134000001"	"134050000"	"b2680"	"ukb24304_c1_b2680_v1.vcf.gz"
"1"	"134050001"	"134100000"	"b2681"	"ukb24304_c1_b2681_v1.vcf.gz"
"1"	"134100001"	"134150000"	"b2682"	"ukb24304_c1_b2682_v1.vcf.gz"
"1"	"134150001"	"134200000"	"b2683"	"ukb24304_c1_b2683_v1.vcf.gz"
"1"	"134200001"	"134250000"	"b2684"	"ukb24304_c1_b2684_v1.vcf.gz"
"1"	"134250001"	"134300000"	"b2685"	"ukb24304_c1_b2685_v1.vcf.gz"
"1"	"134300001"	"134350000"	"b2686"	"ukb24304_c1_b2686_v1.vcf.gz"
"1"	"134350001"	"134400000"	"b2687"	"ukb24304_c1_b2687_v1.vcf.gz"
"1"	"134400001"	"134450000"	"b2688"	"ukb24304_c1_b2688_v1.vcf.gz"
"1"	"134450001"	"134500000"	"b2689"	"ukb24304_c1_b2689_v1.vcf.gz"
"1"	"134500001"	"134550000"	"b2690"	"ukb24304_c1_b2690_v1.vcf.gz"
"1"	"134550001"	"134600000"	"b2691"	"ukb24304_c1_b2691_v1.vcf.gz"
"1"	"134600001"	"134650000"	"b2692"	"ukb24304_c1_b2692_v1.vcf.gz"
"1"	"134650001"	"134700000"	"b2693"	"ukb24304_c1_b2693_v1.vcf.gz"
"1"	"134700001"	"134750000"	"b2694"	"ukb24304_c1_b2694_v1.vcf.gz"
"1"	"134750001"	"134800000"	"b2695"	"ukb24304_c1_b2695_v1.vcf.gz"
"1"	"134800001"	"134850000"	"b2696"	"ukb24304_c1_b2696_v1.vcf.gz"
"1"	"134850001"	"134900000"	"b2697"	"ukb24304_c1_b2697_v1.vcf.gz"
"1"	"134900001"	"134950000"	"b2698"	"ukb24304_c1_b2698_v1.vcf.gz"
"1"	"134950001"	"1.35e+08"	"b2699"	"ukb24304_c1_b2699_v1.vcf.gz"
"1"	"135000001"	"135050000"	"b2700"	"ukb24304_c1_b2700_v1.vcf.gz"
"1"	"135050001"	"135100000"	"b2701"	"ukb24304_c1_b2701_v1.vcf.gz"
"1"	"135100001"	"135150000"	"b2702"	"ukb24304_c1_b2702_v1.vcf.gz"
"1"	"135150001"	"135200000"	"b2703"	"ukb24304_c1_b2703_v1.vcf.gz"
"1"	"135200001"	"135250000"	"b2704"	"ukb24304_c1_b2704_v1.vcf.gz"
"1"	"135250001"	"135300000"	"b2705"	"ukb24304_c1_b2705_v1.vcf.gz"
"1"	"135300001"	"135350000"	"b2706"	"ukb24304_c1_b2706_v1.vcf.gz"
"1"	"135350001"	"135400000"	"b2707"	"ukb24304_c1_b2707_v1.vcf.gz"
"1"	"135400001"	"135450000"	"b2708"	"ukb24304_c1_b2708_v1.vcf.gz"
"1"	"135450001"	"135500000"	"b2709"	"ukb24304_c1_b2709_v1.vcf.gz"
"1"	"135500001"	"135550000"	"b2710"	"ukb24304_c1_b2710_v1.vcf.gz"
"1"	"135550001"	"135600000"	"b2711"	"ukb24304_c1_b2711_v1.vcf.gz"
"1"	"135600001"	"135650000"	"b2712"	"ukb24304_c1_b2712_v1.vcf.gz"
"1"	"135650001"	"135700000"	"b2713"	"ukb24304_c1_b2713_v1.vcf.gz"
"1"	"135700001"	"135750000"	"b2714"	"ukb24304_c1_b2714_v1.vcf.gz"
"1"	"135750001"	"135800000"	"b2715"	"ukb24304_c1_b2715_v1.vcf.gz"
"1"	"135800001"	"135850000"	"b2716"	"ukb24304_c1_b2716_v1.vcf.gz"
"1"	"135850001"	"135900000"	"b2717"	"ukb24304_c1_b2717_v1.vcf.gz"
"1"	"135900001"	"135950000"	"b2718"	"ukb24304_c1_b2718_v1.vcf.gz"
"1"	"135950001"	"1.36e+08"	"b2719"	"ukb24304_c1_b2719_v1.vcf.gz"
"1"	"136000001"	"136050000"	"b2720"	"ukb24304_c1_b2720_v1.vcf.gz"
"1"	"136050001"	"136100000"	"b2721"	"ukb24304_c1_b2721_v1.vcf.gz"
"1"	"136100001"	"136150000"	"b2722"	"ukb24304_c1_b2722_v1.vcf.gz"
"1"	"136150001"	"136200000"	"b2723"	"ukb24304_c1_b2723_v1.vcf.gz"
"1"	"136200001"	"136250000"	"b2724"	"ukb24304_c1_b2724_v1.vcf.gz"
"1"	"136250001"	"136300000"	"b2725"	"ukb24304_c1_b2725_v1.vcf.gz"
"1"	"136300001"	"136350000"	"b2726"	"ukb24304_c1_b2726_v1.vcf.gz"
"1"	"136350001"	"136400000"	"b2727"	"ukb24304_c1_b2727_v1.vcf.gz"
"1"	"136400001"	"136450000"	"b2728"	"ukb24304_c1_b2728_v1.vcf.gz"
"1"	"136450001"	"136500000"	"b2729"	"ukb24304_c1_b2729_v1.vcf.gz"
"1"	"136500001"	"136550000"	"b2730"	"ukb24304_c1_b2730_v1.vcf.gz"
"1"	"136550001"	"136600000"	"b2731"	"ukb24304_c1_b2731_v1.vcf.gz"
"1"	"136600001"	"136650000"	"b2732"	"ukb24304_c1_b2732_v1.vcf.gz"
"1"	"136650001"	"136700000"	"b2733"	"ukb24304_c1_b2733_v1.vcf.gz"
"1"	"136700001"	"136750000"	"b2734"	"ukb24304_c1_b2734_v1.vcf.gz"
"1"	"136750001"	"136800000"	"b2735"	"ukb24304_c1_b2735_v1.vcf.gz"
"1"	"136800001"	"136850000"	"b2736"	"ukb24304_c1_b2736_v1.vcf.gz"
"1"	"136850001"	"136900000"	"b2737"	"ukb24304_c1_b2737_v1.vcf.gz"
"1"	"136900001"	"136950000"	"b2738"	"ukb24304_c1_b2738_v1.vcf.gz"
"1"	"136950001"	"1.37e+08"	"b2739"	"ukb24304_c1_b2739_v1.vcf.gz"
"1"	"137000001"	"137050000"	"b2740"	"ukb24304_c1_b2740_v1.vcf.gz"
"1"	"137050001"	"137100000"	"b2741"	"ukb24304_c1_b2741_v1.vcf.gz"
"1"	"137100001"	"137150000"	"b2742"	"ukb24304_c1_b2742_v1.vcf.gz"
"1"	"137150001"	"137200000"	"b2743"	"ukb24304_c1_b2743_v1.vcf.gz"
